metodo,passo_inicial,semente,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,tempo,0
SGD,0.01,0,0.17082,0.21254,0.25376,0.2946,0.33198,0.36808,0.39878,0.42692,0.4529,0.47398,0.49434,0.51266,0.52798,0.54212,0.555,0.56654,0.57842,0.58784,0.59756,0.60558,0.61516,0.6233,0.63144,0.63914,0.64658,0.65242,0.65868,0.66362,0.6695,0.67478,0.67984,0.68344,0.68782,0.69198,0.69672,0.70032,0.70348,0.70666,0.70964,0.71296,0.7163,0.71908,0.72172,0.72424,0.72656,0.72874,0.73128,0.73338,0.73568,0.73764,0.73978,0.74206,0.74462,0.74652,0.74864,0.75056,0.75178,0.75446,0.75608,0.75742,0.75898,0.7604,0.7622,0.76364,0.76506,0.76616,0.76768,0.76904,0.77062,0.77158,0.77296,0.77432,0.77526,0.7764,0.77774,0.77916,0.77992,0.78114,0.78244,0.78342,0.7844,0.78582,0.78686,0.7879,0.78902,0.79006,0.79106,0.79198,0.79282,0.79334,0.79458,0.79522,0.7962,0.79752,0.79824,0.79894,0.79974,0.80066,0.80142,0.80242,305.0900778770447,0.10446
SGD,0.01,1,0.1535,0.21606,0.26938,0.31642,0.35742,0.39212,0.4205,0.44442,0.46744,0.48532,0.50224,0.51678,0.52986,0.54308,0.5537,0.56376,0.57308,0.58082,0.58944,0.59704,0.60386,0.61096,0.61764,0.62376,0.62974,0.63488,0.63996,0.64592,0.65048,0.65564,0.6596,0.664,0.66802,0.67276,0.67638,0.67944,0.6839,0.68696,0.69006,0.6936,0.69716,0.7001,0.70332,0.70578,0.70912,0.7121,0.71444,0.71722,0.7196,0.72232,0.72462,0.72736,0.7292,0.73194,0.73362,0.73592,0.73802,0.73984,0.7416,0.7435,0.74546,0.74724,0.74894,0.75076,0.75236,0.75396,0.75592,0.75726,0.75876,0.76034,0.76178,0.7631,0.7641,0.76512,0.76626,0.76768,0.7686,0.77018,0.77126,0.77258,0.77338,0.77422,0.77532,0.7766,0.77774,0.77922,0.77996,0.78106,0.7822,0.78328,0.784,0.78476,0.78578,0.78674,0.78742,0.78824,0.78896,0.78958,0.79088,0.79166,336.4581184387207,0.10446
SGD,0.01,2,0.1449,0.20694,0.2603,0.30794,0.34922,0.3844,0.41512,0.43966,0.4616,0.48152,0.49928,0.5137,0.52808,0.54006,0.55146,0.56368,0.57312,0.58176,0.59006,0.59754,0.60638,0.61334,0.62002,0.62622,0.63228,0.63818,0.64358,0.64842,0.65354,0.6582,0.66256,0.66662,0.67074,0.67448,0.67862,0.68252,0.68592,0.68902,0.69268,0.69536,0.69852,0.7008,0.70402,0.70636,0.70914,0.71178,0.71384,0.71648,0.71938,0.72128,0.72352,0.72564,0.72756,0.72948,0.73128,0.73382,0.73602,0.73786,0.73952,0.74128,0.7427,0.74458,0.7462,0.74838,0.75016,0.75184,0.75368,0.75514,0.75664,0.75832,0.76016,0.76134,0.76276,0.7643,0.76538,0.76682,0.76854,0.77032,0.77122,0.77236,0.77384,0.77462,0.77602,0.77726,0.77794,0.77866,0.78012,0.7809,0.78188,0.78254,0.7836,0.7846,0.7858,0.78632,0.78738,0.7885,0.78934,0.79016,0.7912,0.79234,349.4778985977173,0.11598
SGD,0.01,3,0.1488,0.2051,0.2582,0.3084,0.34788,0.38072,0.4084,0.43334,0.45298,0.47248,0.48968,0.5049,0.51984,0.53278,0.54472,0.55554,0.56532,0.57564,0.58538,0.59386,0.60214,0.60956,0.617,0.62426,0.63076,0.63744,0.64288,0.64826,0.65378,0.65906,0.6637,0.66824,0.67286,0.6777,0.68154,0.68578,0.68994,0.69376,0.69718,0.70064,0.70474,0.70814,0.71058,0.7138,0.71712,0.71966,0.72206,0.7246,0.72684,0.72928,0.7312,0.73342,0.73572,0.73792,0.74022,0.74186,0.74384,0.74568,0.74742,0.74904,0.75076,0.75258,0.7541,0.75584,0.7577,0.7595,0.76094,0.76256,0.76406,0.76552,0.76688,0.76866,0.7702,0.77158,0.77292,0.7742,0.77524,0.77652,0.778,0.77916,0.78034,0.78152,0.78234,0.78366,0.78452,0.78552,0.78632,0.78702,0.78846,0.78964,0.7905,0.79118,0.79198,0.79328,0.79404,0.79524,0.79596,0.79724,0.79814,0.7988,253.49636268615723,0.10094
SGD,0.01,4,0.17962,0.23814,0.28626,0.3291,0.36288,0.39144,0.41934,0.44278,0.46342,0.48126,0.4981,0.51338,0.5273,0.54056,0.5525,0.56296,0.5728,0.58172,0.59016,0.59874,0.60612,0.61318,0.61974,0.62662,0.63262,0.63824,0.64362,0.64818,0.65294,0.65832,0.6624,0.66658,0.67092,0.67482,0.67882,0.68144,0.68528,0.6884,0.6915,0.69452,0.69818,0.7011,0.70382,0.70694,0.70982,0.71224,0.7151,0.7176,0.71984,0.72246,0.72458,0.72658,0.72862,0.73064,0.73284,0.73496,0.73726,0.73946,0.74112,0.74294,0.74524,0.74714,0.74832,0.75008,0.75222,0.75358,0.75514,0.75686,0.75854,0.75944,0.76138,0.76234,0.76406,0.76568,0.76678,0.76856,0.7695,0.77112,0.77232,0.77358,0.77486,0.77596,0.77722,0.77818,0.77906,0.78024,0.7809,0.7819,0.78302,0.78396,0.7848,0.78594,0.78732,0.78798,0.78882,0.78984,0.79034,0.79146,0.79248,0.79358,264.4268937110901,0.09018
SGD,0.01,5,0.19902,0.24872,0.29254,0.33162,0.36352,0.39094,0.41406,0.43558,0.45476,0.47222,0.48846,0.50294,0.51722,0.52948,0.54152,0.55196,0.56166,0.57104,0.58024,0.58976,0.5976,0.6058,0.61382,0.62158,0.62838,0.63368,0.63958,0.64578,0.65106,0.657,0.66136,0.66616,0.67108,0.67498,0.67994,0.68406,0.68732,0.69156,0.69466,0.69756,0.70046,0.70424,0.70674,0.71026,0.71342,0.71594,0.71842,0.72198,0.72454,0.72642,0.72988,0.73188,0.73438,0.73678,0.73894,0.74136,0.74362,0.74546,0.74746,0.74926,0.7508,0.75286,0.75444,0.756,0.75756,0.75934,0.76098,0.76274,0.76356,0.7653,0.76664,0.76812,0.7694,0.7705,0.7716,0.7734,0.77454,0.77554,0.77716,0.77802,0.77934,0.78032,0.7819,0.7826,0.78378,0.78508,0.78606,0.78714,0.78812,0.78962,0.79046,0.79132,0.79238,0.79336,0.79424,0.79512,0.79622,0.79706,0.79832,0.79884,212.88264799118042,0.12388
SGD,0.01,6,0.14646,0.20708,0.2628,0.31508,0.3614,0.4002,0.43544,0.4646,0.48788,0.50926,0.52884,0.54402,0.55796,0.572,0.58246,0.5934,0.60352,0.61262,0.6211,0.62874,0.63588,0.64206,0.64812,0.65358,0.65952,0.6643,0.66906,0.67336,0.67758,0.68186,0.68548,0.68912,0.6932,0.69692,0.70038,0.70388,0.70686,0.7095,0.71206,0.715,0.71764,0.71992,0.72262,0.72452,0.72722,0.72948,0.73168,0.73346,0.7363,0.7385,0.74084,0.74282,0.74506,0.74692,0.74896,0.75088,0.75252,0.75422,0.75554,0.75686,0.75836,0.76006,0.76128,0.76318,0.76458,0.76568,0.76736,0.7687,0.77002,0.77118,0.77274,0.7743,0.77526,0.7769,0.778,0.77908,0.78028,0.78128,0.78236,0.78418,0.78502,0.78594,0.78692,0.78824,0.78854,0.78968,0.79036,0.79176,0.79262,0.79372,0.79474,0.79592,0.79676,0.79762,0.79872,0.79916,0.79976,0.80078,0.8019,0.80258,211.90892004966736,0.0937
SGD,0.01,7,0.18234,0.24704,0.29992,0.34502,0.38546,0.41894,0.44746,0.47456,0.49746,0.5163,0.53286,0.5489,0.56134,0.57356,0.58476,0.59456,0.6037,0.61268,0.62076,0.6272,0.63378,0.63944,0.64482,0.6506,0.65628,0.66098,0.6661,0.67074,0.67468,0.67912,0.68366,0.68744,0.69074,0.69392,0.69714,0.70036,0.7031,0.70592,0.70964,0.7121,0.71528,0.7183,0.72034,0.72294,0.7258,0.72828,0.73008,0.7324,0.73522,0.7372,0.73916,0.74164,0.74314,0.74532,0.74736,0.74924,0.75096,0.753,0.75436,0.75608,0.75808,0.75968,0.76084,0.76278,0.76444,0.7654,0.76702,0.76848,0.76986,0.77122,0.77278,0.77446,0.77544,0.77708,0.77812,0.77954,0.78066,0.78164,0.78286,0.78368,0.78462,0.78572,0.78668,0.78756,0.78842,0.78964,0.79044,0.79138,0.7927,0.79392,0.79508,0.79568,0.79686,0.79746,0.79832,0.79924,0.8003,0.80112,0.80196,0.80258,211.51473212242126,0.08564
SGD,0.01,8,0.13726,0.17838,0.22528,0.27272,0.3152,0.3533,0.38728,0.41908,0.44624,0.46914,0.49046,0.51124,0.52796,0.54282,0.55732,0.56944,0.58152,0.59302,0.60182,0.61166,0.62024,0.62768,0.63434,0.64134,0.64772,0.6535,0.65816,0.66264,0.6679,0.67256,0.67674,0.6811,0.6854,0.68914,0.69268,0.6958,0.69854,0.702,0.70558,0.7083,0.71142,0.71474,0.71724,0.72004,0.72204,0.7245,0.72696,0.72932,0.73154,0.7344,0.73658,0.73878,0.74074,0.74242,0.74428,0.74646,0.74852,0.75048,0.75286,0.75436,0.75618,0.75778,0.75992,0.76144,0.7636,0.76514,0.76694,0.76798,0.7698,0.77112,0.7724,0.77386,0.77502,0.77634,0.7779,0.77892,0.78024,0.78162,0.78298,0.78394,0.78492,0.7862,0.78694,0.78838,0.78922,0.79038,0.79142,0.79256,0.79378,0.79488,0.796,0.79686,0.798,0.799,0.80014,0.80072,0.80192,0.80292,0.80374,0.80438,211.1995894908905,0.08494
