metodo,passo_inicial,iteracoes,raio,semente,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,tempo
FDIPA,0.23111951,1,49,0,0.7082405915038864,0.4308749855833256,0.35089344440275677,0.30823422923772437,0.27841263689056067,0.25746080299012014,0.24140012504743133,0.22917990637622165,0.2180914167254614,0.20964234877650198,0.20308166585910464,0.19714843889451578,0.19317433401503212,0.19034417841979254,0.1887488509769474,0.18532971942486964,0.18530375951679698,0.18508569715379022,0.18424356368861716,0.1834731621726081,0.18427203831743844,0.18517479446945975,0.18656563879323004,0.1862637509532039,0.18706533539659373,0.18741367062879932,0.18737955531238285,0.18753298842856456,0.18760563516963505,0.18742069158592253,0.1870043525092566,0.18665961119919852,0.1875909359408065,0.18760193567108518,0.1857784026846174,0.1851233960984166,0.1839415704645684,0.18360438837877185,0.18318472996922014,0.18356042515249432,0.18178094942187162,0.18161560051415018,0.18271431487360604,0.1806356067902926,0.1790020232431699,0.1785309000065118,0.17844447064962252,0.17808165008918467,0.17778337612409445,0.17706686586127915,0.1761162372536981,0.17605745824986654,0.1751148103691412,0.1763519957403582,0.17636280105019045,0.17541772520514531,0.17384958518548033,0.17367036687989387,0.17442180903812635,0.17459213542170712,0.17444324615980417,0.1733335422417939,0.1721792671645561,0.17252098231006988,0.17163993917737566,0.17191961735949707,0.17200403566036698,0.17176375527646737,0.16983306541397966,0.17110630485187228,0.1693457642986855,0.16845874646845396,0.16850247752877157,0.16840941781538737,0.16836557426309554,0.16821991184380397,0.1671176194268872,0.16681704089936697,0.16717694884546094,0.16587076944697093,0.1660542281903042,0.16625795341584246,0.1661870953684002,0.16681322524271783,0.1653888785912399,0.16629460063819312,0.16512566254071248,0.16615282168959902,0.16461102415688847,0.16536184538466708,0.16443113879389779,0.16449831868501805,0.1659950662757431,0.16461645119723345,0.16405470096811103,0.16593365966619084,0.16354117820515432,0.16384615842399022,0.16400043077430157,0.1627783087550813,625.1763970851898
FDIPA,0.23111951,1,49,1,0.8662178738453568,0.45361724795831776,0.35887018059490694,0.31455638852473905,0.2883766934641364,0.27101623628921706,0.2564251653482328,0.24482570464744727,0.2364987777597954,0.22996829153679826,0.22253899695703128,0.21932827313789544,0.2145126411315529,0.2109851050082897,0.2096402328528691,0.20656210899981592,0.2030154348997216,0.2006149007933559,0.19909997692338033,0.19712766488360337,0.19436276379213616,0.19288198961293537,0.1925401561861497,0.18910701131400182,0.18841491496413995,0.1870028403182729,0.18685454590692818,0.18437018358393975,0.18391768263554734,0.18261742922469829,0.1813777882922845,0.18183475096258264,0.18081454515817352,0.1806190165823581,0.17761714741579476,0.17789932663363617,0.17636755374850524,0.17481840250334052,0.17495906287617655,0.17484505809907516,0.17369519663086558,0.1725121268490471,0.17295477324450603,0.17226862007044985,0.170994437507945,0.1720991367946999,0.17173908392635573,0.17133340942689787,0.17090215385231194,0.17081098084475438,0.1705442689149913,0.17019515698455542,0.16925665701921616,0.1695804316165932,0.16920595992311627,0.16982464324701074,0.1701331782870385,0.16931323160245532,0.16861065633023908,0.16680160695206211,0.16690789764653483,0.1670547194666252,0.16795068258167034,0.16658691036727286,0.16732225856591781,0.16666690669011872,0.1654760398761992,0.16716014310810567,0.1663953642813036,0.16604817796188182,0.1648694544187761,0.16615539083026168,0.1654292954341498,0.16544506751030733,0.16529962782910002,0.1659249408940688,0.1648942968820508,0.16511311476471,0.1648285237043918,0.16332881471800365,0.16502510084125382,0.16386506365058262,0.16310435691374536,0.16409773901000463,0.16439266428582056,0.16348383528799676,0.1632983236074364,0.16439204930431686,0.163283355147668,0.16266063462784008,0.16243178621731066,0.16286029356103737,0.16331293714736983,0.16177725431491835,0.16124586248076947,0.16216369758170318,0.1615476447178889,0.161809968606127,0.16069912956841853,0.16055800560088088,676.8615050315857
FDIPA,0.23111951,1,49,2,0.7361477060091355,0.4318318462046341,0.3436074069849535,0.29779965962897875,0.26993507101965325,0.24803080269454386,0.2334655816275489,0.2217134415559506,0.21321015909926772,0.20529737431520886,0.19933081175628692,0.1955234498587487,0.19178155376059358,0.1902332417336702,0.1889092120260453,0.18740268993915174,0.18842781648451912,0.18616442626166807,0.1859893354460992,0.18631838303147996,0.18644719302930776,0.18596248436354393,0.18550878137220841,0.18465165640821643,0.18460150997170452,0.1842978466213123,0.1837338377887449,0.18340856780069983,0.18393884210944567,0.18270608197909366,0.18389244232322915,0.18206533482566753,0.18173558904963172,0.18109271643033323,0.18058995549782939,0.18003992260259197,0.17962854808001066,0.17807638100654533,0.17935917305374882,0.17696349298547812,0.17748028942829003,0.17667219220101374,0.17608001201806425,0.17700510952484763,0.1760712604699966,0.1748854030475424,0.17432225958525147,0.17435968851684677,0.174024071789147,0.1734248551458216,0.1730420582068092,0.1737060359886946,0.172581340612746,0.17260607422497035,0.1716458863770327,0.17251814617281924,0.17121980206804105,0.17038680921300764,0.17083589750900724,0.1714836869747747,0.17115908983805972,0.1703088163816119,0.17081339056366204,0.17036244601302228,0.17080153203512133,0.17015957620409072,0.1710189643237969,0.1698928511044723,0.16951375043965117,0.1689342624629423,0.16821331327720565,0.16941614917987752,0.1677334410575577,0.16779771912713293,0.1682875312818886,0.16862652423203708,0.16928910080552015,0.16705616899007777,0.16717742879876366,0.16685695794845473,0.1668905581507045,0.16560189792642957,0.16639370984190927,0.16562454128941828,0.16532648315430806,0.16549722069834819,0.164993868885313,0.1645444851524177,0.16565652261728878,0.16399101772536837,0.16476097859281516,0.16375798846660414,0.16446987971224933,0.1643752218136468,0.16433407797729704,0.16314323683754242,0.1625588542601324,0.16296912126162272,0.1625062591249911,0.16229199193332877,689.4368929862976
FDIPA,0.23111951,1,49,3,2.3014500321994307,1.447324353327327,0.8924999249979629,0.6143011504254795,0.4871599580276112,0.4271154607137016,0.3875274454138463,0.3562024655156433,0.3294115735257814,0.30448308602409146,0.2870975500130434,0.27408683754848717,0.26451996534280786,0.25388254625090523,0.2470458322999,0.2405228189941506,0.236323163758351,0.22921278258394995,0.22681647991650095,0.2227872890114834,0.21816363792498508,0.21686208284168965,0.21281311600222647,0.2091219460858229,0.20715635471951752,0.20524875852962107,0.20377587796250035,0.20168372514800323,0.19996129903855667,0.19743257799708497,0.1968321644568018,0.19502983038303248,0.19377170172616515,0.19189911918679003,0.19133709546339764,0.19036921494859807,0.19084856083153498,0.18853684348979702,0.1884542086215648,0.18599885086379617,0.18594416292557453,0.18604029218370563,0.18503201643475106,0.18461730947210764,0.1836365787051317,0.18288634673927906,0.18118379064149678,0.18348077696914117,0.18059808842132502,0.18064778135307605,0.18066146805035738,0.18014630058166547,0.17864347689319562,0.17805755032060688,0.17829715509175595,0.17848697146517867,0.17795048056681304,0.17694695339526179,0.17661428160267922,0.1761093404783274,0.17665136372031576,0.17578800779834292,0.1768459432635395,0.17562974558838493,0.17521913278823276,0.17638442447398303,0.17598969032651302,0.17475142571733104,0.174608567357212,0.17471686608819897,0.17345325186448562,0.1741338014218154,0.1722881691506065,0.17241035402462077,0.172224595866259,0.17149142984937932,0.17110475723844842,0.17203168877850608,0.17133993015068252,0.16988629391309001,0.17100738188765693,0.1700983462452414,0.17085867206317348,0.17081656017491165,0.16869288532062696,0.16996766724971415,0.16942307047638533,0.1695412143802735,0.16875727384173012,0.168777502122773,0.16816400108995902,0.16788165430013707,0.16816067454785183,0.167481280143366,0.1686237884167899,0.16733755107393614,0.16750990957938922,0.16624730833540433,0.16746176673710542,0.1677104457520595,592.2965910434723
FDIPA,0.23111951,1,49,4,0.916365940072585,0.49869384059103916,0.3994149344201555,0.348601596384376,0.31605182358431017,0.29141843507321885,0.2765444351642905,0.26208522197096407,0.25329576670654225,0.24554684493777434,0.237117421370229,0.23224040472085566,0.22729955487813966,0.22274660266556615,0.21828398238537336,0.21480323676629917,0.2116992964247081,0.20862188426312697,0.20651555309470868,0.20435262586762365,0.20230916071340901,0.19987367636415207,0.19870798404162132,0.1962286690134886,0.19563197645536792,0.19380541300862889,0.19287393908146624,0.1903049876141455,0.19088944083106188,0.19026956521171168,0.18741393739235185,0.18685556806555922,0.1859292772927275,0.18486040840925774,0.18352296617255104,0.18296708146623053,0.1825852066428192,0.181689203858557,0.18265999089422422,0.18030873793395608,0.17992352414814694,0.18024434009688217,0.17870537248277016,0.17836226546807046,0.1775486272091439,0.17702827636387156,0.17673283433235684,0.17623057335871728,0.1772577120088792,0.17596146497479717,0.17461279179150208,0.174677688313444,0.1733304098765812,0.1723058206063389,0.17289708808557408,0.17299376019079632,0.1730146386211967,0.1717165233112921,0.1725229270780718,0.17241709538695246,0.17062105128615868,0.17008345922544865,0.17020588272278592,0.1696105493020842,0.169559739106956,0.1700187568586197,0.16903391932200984,0.17028797572843032,0.16887434740387733,0.16763654876611794,0.16756403956311597,0.16676304565247135,0.16777274158357305,0.16630364912801424,0.1668408395348416,0.16636996729493922,0.16450835904356562,0.16541438136571998,0.1650763049325327,0.16412905780328846,0.1640857128941259,0.16338993524925327,0.16419709225772805,0.16415748782674053,0.16345458086517237,0.1627058425066273,0.1621217621952312,0.16322096263637967,0.16177669311309945,0.16180040689909514,0.16107634787163433,0.16166982680000563,0.161673705260065,0.1623793753591186,0.16205788974363866,0.16191721846861215,0.16371944398044155,0.1615962346063313,0.16152062382990187,0.16169094337474174,717.1552743911743
FDIPA,0.23111951,1,49,5,1.794772765645969,0.7759630871020999,0.520581161681189,0.42825512824656686,0.37869246221406405,0.3431637943261874,0.3140599652426286,0.29287374476647743,0.2767934987260669,0.26437555365729315,0.254806976170266,0.24861638727817637,0.24171744488538272,0.23604923005447345,0.23066304675284352,0.22732300719198387,0.22363329986203068,0.22088356243421275,0.21763068568308647,0.21604049126753133,0.2123519528646168,0.21085135195480573,0.20875424238327975,0.20645677932605083,0.20313496936274206,0.20137190427937227,0.20061746976402892,0.19946292808956245,0.19895623693978273,0.19777235643530283,0.19473687046040267,0.19396041583484436,0.1920224032190889,0.19108313583369957,0.18987059674987708,0.18877354812257466,0.18737712449836277,0.18669951302924206,0.18595403817295367,0.18620406900225608,0.18371499008966147,0.18252167640458092,0.18220057631321904,0.18144321403283112,0.18080032161824522,0.18120815406232713,0.18003127664555463,0.18059956621914466,0.17939787407955604,0.1785718151272941,0.17751003971207466,0.17880607855914504,0.1779705258016719,0.17869401077542005,0.17602382415002707,0.1769692433253484,0.17517542711762082,0.1758960093571195,0.1753023337873735,0.17484994189520572,0.17418489454061678,0.17375344467202528,0.1737558355809998,0.1734724422556747,0.172724337437999,0.1722607711913562,0.17170413656674163,0.17190150074107824,0.17205487336859246,0.1710111664115928,0.17253848730439234,0.17094851607278466,0.17052945335225678,0.17057513450873993,0.17063526029577325,0.16961006028846287,0.1685609351150173,0.16923838644266567,0.16889553586836828,0.16919101001050907,0.16806391345381017,0.1681117727416237,0.16791497657983354,0.16778150015931043,0.1673204602128393,0.16791554805128195,0.1675437274096539,0.16654926453969313,0.16688353274936701,0.1675555257075694,0.16663037264661149,0.16639714138566833,0.16612015181619721,0.1656275782418292,0.1652363315789935,0.16503233325744623,0.1654058277326199,0.16403216010365487,0.1640376277770318,0.16417173313732994,534.9596381187439
FDIPA,0.23111951,1,49,6,0.7250365252747561,0.41718945851407985,0.3372767523883392,0.292928021388613,0.2662717964648807,0.24647589005656367,0.23261986104633336,0.22264775770905693,0.21380849304268065,0.2060803185141224,0.20227721379951882,0.1979684682083409,0.19538512257782528,0.19298065106248538,0.19160893510128507,0.1899215580645484,0.18895593423537027,0.18815396370269094,0.1892924515563497,0.18625919548998277,0.18672836090862266,0.18433433712440098,0.18480927306210984,0.18378624475623515,0.18236698674185037,0.18332277994286336,0.1814245053404167,0.18098749939257067,0.18031016737598,0.17863746971955968,0.17843705743442226,0.1780952483310006,0.17768883164458585,0.17750893344444715,0.17657428003514006,0.17731968754468833,0.17490122512263603,0.176622337089213,0.1742260552644538,0.17360348243134396,0.17379735137660393,0.17277149233960198,0.17341439809538745,0.1732386297829811,0.17102613353440513,0.17124434827006352,0.17128178217833948,0.1707080393870306,0.16959574245921247,0.16984049850820326,0.17041698342834727,0.16988720457667814,0.1690306787666909,0.17025253716869257,0.16877978806843583,0.16814671944390802,0.16767053588637454,0.16738435960342896,0.16723062938204328,0.16734787350401228,0.16765926489009503,0.1662673518336896,0.16662378924637206,0.16632384843989206,0.16590687726905506,0.16532964473267445,0.16571334953087544,0.1662615307895433,0.16514814283629,0.16466202863102455,0.16494581587206414,0.1640746163156804,0.16498222589991343,0.16565654122091897,0.1634883754942077,0.1633110070101846,0.1643330670699316,0.1650125610564662,0.16497009397617074,0.16454215339428652,0.16428276541451128,0.16407910617210522,0.16365218819815786,0.16366038190964444,0.16333129150268783,0.1635595304621677,0.1635519315006988,0.16263571891936907,0.1625700891476916,0.16261132994114189,0.16182796007273537,0.16227946370566707,0.16159689008261274,0.1624615563244179,0.16189191739578648,0.16114339084348347,0.1611743323725609,0.1617924322235549,0.16140660890112307,0.16101840811887935,519.9783761501312
FDIPA,0.23111951,1,49,7,0.7604073176683596,0.44001421267664625,0.3482678033494212,0.30099678837784943,0.27150453708498173,0.25239378494957443,0.23886755136049678,0.22883161172731892,0.21879234727972768,0.21340613793468793,0.20808761698004752,0.20490591422787838,0.20158547237108748,0.19784558655809412,0.19641080582465173,0.19385637790740212,0.19291274304687603,0.19100968820480954,0.18880781348526576,0.1868609224914489,0.18630806221961765,0.18471003845222914,0.18470854488735935,0.1845317183591765,0.18260178664095975,0.18202987574546486,0.18051725279464081,0.1783125553377887,0.180735972610908,0.17734464501654884,0.176068549507979,0.1756802669277703,0.1743882997737331,0.17419614018104074,0.17207589880712007,0.17351356043604554,0.17285647705645954,0.17215506043608697,0.1715937531191091,0.17042988893960168,0.1708524762836327,0.17167634738340706,0.16913401070885306,0.16898436461453648,0.17166059601170086,0.1701178566057119,0.17002039054459042,0.16874151645041655,0.16901638647799774,0.1673987195800099,0.16825527627676548,0.1669393000833029,0.16738886861598193,0.16638678779463092,0.16878830738828213,0.1680957347282766,0.16799037781239168,0.16713081671944038,0.16681099934103427,0.1658067678599617,0.1654318193108871,0.16556664710465727,0.16490597814118457,0.1650355312150716,0.16505116406151413,0.1657390588702536,0.1654378202329273,0.16479537287505908,0.16467241970015437,0.16522850243980386,0.16455364149864424,0.1634932578815282,0.16422044505634223,0.16421609551249153,0.16463199076115817,0.16360915198836182,0.1631315814281452,0.16428400157152895,0.164221266864519,0.16398268905144706,0.16420323100285672,0.1640611622873727,0.1646161343272014,0.1635070711083606,0.16303836603829996,0.1627052206398452,0.1633154955728676,0.16498017726271808,0.16450682033930927,0.16391958687336525,0.16304928036128175,0.16393156187665694,0.16333847564482615,0.16318311622964318,0.1631661958369549,0.16264936009177616,0.16326780438913266,0.16221855626272014,0.16447844452057042,0.16320970245572897,523.6421205997467
FDIPA,0.23111951,1,49,8,0.6902742743867263,0.4252528412719731,0.3435663185157404,0.3012232591401119,0.2733336265059659,0.2535371238461668,0.23727028420793014,0.22565360773291834,0.214634591146952,0.2058164983134565,0.19961445221817245,0.19346089907431904,0.1878256111608137,0.18392572593707415,0.1808447946037294,0.1795582980321837,0.17809595035405526,0.17651419646314248,0.17581303363322362,0.17599007851024653,0.17834519323064885,0.17831939133236113,0.17965600047172106,0.18016983824634816,0.18129732809918603,0.18135885026038143,0.18154140258120374,0.1810388669272086,0.18218846080767115,0.18039885035487482,0.18132145150956241,0.18042651513165178,0.17990473080882793,0.18059401193007618,0.18017439345818778,0.17987984828128398,0.179496252379892,0.1798639925633536,0.17987430464839557,0.1780403688145281,0.1758150618864159,0.17553489674127346,0.1764483449679692,0.17569808454489272,0.1744509909016818,0.17466210721194797,0.17353787248833258,0.17247589023192214,0.1727594207233174,0.17292675009987152,0.17293553603361814,0.17065695654635213,0.17030989981722205,0.1716623090115759,0.17092936397119682,0.16939805875754965,0.1687921258323182,0.1679974089077572,0.16764542905546254,0.16807113730482653,0.16762078069908085,0.16709224400165754,0.16793785021674512,0.16569646153064693,0.16552854511996268,0.1662603476577126,0.1657521821814964,0.1650459677072011,0.1649642696910755,0.1636169735899148,0.16440959807149566,0.16407127078660733,0.16378516913223484,0.16365860914138827,0.16398757156622062,0.1639261610039422,0.16324675633782063,0.16321463334942501,0.1633892059412765,0.1635723001957368,0.16352195358828997,0.16220046360333032,0.16299543883248865,0.1618667346513636,0.16244828052103105,0.16140556200917036,0.1631576188642652,0.1621102716490092,0.16254769017128673,0.1617130426527932,0.16169228535048755,0.16176149764055298,0.16174358782832746,0.1613912217691905,0.16216215861300573,0.16153747740043214,0.16094845650777617,0.16116796413203863,0.1617072015513846,0.16106363938860194,522.7386662960052
FDIPA,0.23111951,1,49,9,0.9878947022187702,0.54605224491744,0.439065193718258,0.37645438854291813,0.3338653558957021,0.3040821422003769,0.28297045265974535,0.26676503627241066,0.25770669727045475,0.24836853692712296,0.2411929395428543,0.235697897383045,0.23072409655098222,0.22531879866634022,0.2212584716259519,0.21800421737783285,0.21535578226750016,0.21273285270681222,0.20860526237043125,0.20707118800629346,0.20374329456222118,0.20170535316387003,0.2014433404267202,0.19899780967183617,0.19781655450741123,0.19523869836384633,0.19523080972378987,0.19213713947927838,0.19162648982668606,0.19174463537759417,0.19026453755236686,0.189297926939882,0.1892753785987742,0.18784422921835478,0.18689142512216275,0.18598786429376366,0.1843033708419312,0.18430798531592038,0.18339646263246798,0.18219595204541322,0.1817716459493654,0.18146571866560768,0.18157581114199453,0.18098696960936764,0.1792946520477206,0.17924805146197786,0.17938214799257943,0.1800601555014851,0.1785585851990293,0.1789436185732437,0.1773419468951411,0.17803442397574706,0.17676481744869887,0.17728255567290868,0.1769432155249422,0.1782326073373138,0.17585426294094894,0.17496293274083471,0.175403815181369,0.1753389374897199,0.17419436106727468,0.17433510642806807,0.1740327185204295,0.17289729521898892,0.17281632425881183,0.1725832653585672,0.1717528396404901,0.17122443241721913,0.17148588208229526,0.17128204429589364,0.17138938419707306,0.1715384470627545,0.1705346054681909,0.17106586250618278,0.17073963041427279,0.1709502592198266,0.16934237103398628,0.16990929857007167,0.16928863048612822,0.1693060510844681,0.16922919226925806,0.16998038814775446,0.16865995734085124,0.1687706901718275,0.1689955334270744,0.1685291524212799,0.16796730053203965,0.16682152792566046,0.16704454234004154,0.16780366583356338,0.16800914214177473,0.16790908330831192,0.1685285364132514,0.16691933603231907,0.1675000422016937,0.16796642309287796,0.1665711918074911,0.16761913842744078,0.16778247867688809,0.16651388704638867,518.6576173305511
